,0,1,2,3,4,5,6,7,8,9,10
0,0.14,0.6188109384779722,0.6519351153320877,0.06853412372986327,0.2005331804402539,0.06122597407513062,0.04,0.01,0.27,0.99,0.07
1,0.65,0.3419266430473225,0.6560876497435146,0.01341976457753211,0.4815303048254874,0.06137163152437335,0.27,0.08,0.42,0.5933333333333334,0.25
2,0.16,0.35800909178569673,0.651006628139325,0.006763971483134011,0.24549083948217135,0.06136121677911141,0.02,0.01,0.29,0.98,0.05
3,0.34666666666666673,0.619048430834885,0.6553991446151752,0.005561907062612036,0.19499470636272864,0.061312168497229924,0.11,0.0,0.33,0.78,0.09
4,0.36,0.8542591475441004,0.6537079874687631,0.06559940075717843,0.09118224192380608,0.06136268919394898,0.12,0.01,0.48,0.94,0.09
5,0.49,0.6089197731338889,0.6573428206889729,0.006608114214967317,0.2256691524156676,0.06120288827687165,0.23,0.05,0.29,0.665,0.15
6,0.24666666666666667,0.3729166106267912,0.6562463670468931,0.028822187804571166,0.3505848820145355,0.0613898423105142,0.13,0.0,0.3,0.8,0.09
7,0.29,0.5324916792348766,0.6558235722824377,0.009123956594817,0.16547426601509888,0.06127260345762287,0.05,0.0,0.13,0.9566666666666667,0.63
8,0.14,0.46457349520676083,0.6514349662395151,0.009065133645919748,0.12889197720605466,0.0613969184829734,0.0,0.01,0.03,0.93,0.01
9,0.08,0.3278884318710885,0.651444289032315,0.0062421044994615815,0.24821412550255284,0.06127261312414963,0.01,0.0,0.01,0.92,0.02
10,0.07,0.5029241123541677,0.6510086586087024,0.005871222896463442,0.1405530925045677,0.061318884367147754,0.0,0.0,0.0,0.9,0.01
11,0.2,0.5402338437742462,0.6522420374478735,0.0023687630602256416,0.10499767782573866,0.06138944564563461,0.03,0.0,0.03,0.92,0.01
12,0.24,0.4467352330188792,0.6529001690784267,0.05910927621033467,0.192401087792469,0.061406539766151326,0.03,0.01,0.14,0.84,0.01
13,0.29,0.4441574240482465,0.6554809923804037,0.0048858480816397825,0.2843526626546281,0.0612071004946987,0.21,0.02,0.35,0.66,0.17
14,0.22,0.3005062756286939,0.6541401472735936,0.033439186071511945,0.2644654393897857,0.06146792194532051,0.04,0.0,0.29,0.8866666666666667,0.07
15,0.33,0.1345150170207958,0.6550878837534876,0.13052391867351318,0.12706645712577888,0.06127741040745825,0.08,0.01,0.12,0.32,0.05
16,0.24,0.4293537866522355,0.6531084820996156,0.008850674816745266,0.13156095936956763,0.06137182197088646,0.0,0.0,0.0,0.86,0.01
17,0.16,0.2392809213405451,0.6527428565134911,0.014756258789417073,0.15107299257232956,0.06135740025285617,0.03,0.01,0.095,0.77,0.04
18,0.22,0.5966549825260649,0.6527956658581197,0.007579325790353828,0.2907688430469617,0.06116141291958287,0.07,0.03,0.23,0.75,0.02
19,0.27,0.2334057557748956,0.6526359900215062,0.04038019652840333,0.3348911817928038,0.061600008371059785,0.18,0.01,0.35,0.765,0.16
20,0.4066666666666666,0.7236873500550356,0.6577092202015035,0.06725242870359915,0.22035663622350948,0.06145868907879674,0.22,0.05,0.28,0.72,0.17
21,0.135,0.32249260855823164,0.6521105263199717,0.003920389159809958,0.1555487074765412,0.06136702554679185,0.0,0.0,0.02,0.9,0.0
22,0.3,0.61725188692135,0.6546923894524477,0.1763269530294895,0.12187010038006954,0.061320155398259885,0.09,0.0,0.32,0.7,0.03
23,0.29,0.34931551410831074,0.6540493370038881,0.019874677318500216,0.15951080021360795,0.061425059129239054,0.19,0.02,0.38,0.76,0.21
24,0.8253333333333334,0.28900434422454524,0.658382106666032,0.034835152378125275,0.2232359562021881,0.061351824649407465,0.24,0.05,0.29,0.5,0.2633333333333333
25,0.6,0.6805833341862876,0.6557652749165814,0.1402762166187229,0.24222090212855996,0.06136736306793583,0.2,0.01,0.29,0.75,0.09
26,0.04,0.48366888273421715,0.650404213170224,0.004721084174755953,0.16738298589517053,0.06137337461431265,0.0,0.0,0.0,0.99,0.0
27,0.15,0.40241971729955783,0.6518560556669012,0.003918977931452733,0.1222656006433195,0.06138463862418828,0.0,0.0,0.06,0.885,0.0
28,0.36,0.1579848194060969,0.6531476524278493,0.03395400973942457,0.28308204441005025,0.06141273219920588,0.07,0.0,0.26,0.82,0.12
29,0.06,0.37529989391336527,0.6511128778222036,0.0032924729435911365,0.16122915889768155,0.06139744058011686,0.0,0.0,0.0,0.95,0.01
30,0.22,0.5611525585621727,0.6524203129230997,0.0479803864202788,0.20882130524368545,0.06134656319364451,0.0,0.0,0.28,0.73,0.05
31,0.14,0.33185777655504434,0.651988112745382,0.005945136852189332,0.1415114969264654,0.061340558979088695,0.01,0.0,0.07,0.86,0.0
32,0.39,0.3433541787628225,0.6548620764975647,0.06857535739998931,0.44686318496078475,0.06122268456748465,0.16,0.01,0.295,0.72,0.06
